Country Or Territory,NUTS1,NUTS1 Name,NUTS2,NUTS2 Name,NUTS3,NUTS3 Name,Urbanisation Degree,Year,Air Pollutant,Scenario,Population,Populated Area [km2],Air Pollution Average [ug/m3],Air Pollution Population Weighted Average [ug/m3],Premature Deaths,Premature Deaths - lower CI,Premature Deaths - upper CI,Years Of Life Lost,Years Of Life Lost - lower CI,Years Of Life Lost - upper CI
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2017","PM2.5","WHO_2005_HRAPIE_Scen_Base","3366557","801","14.5","15.2","3151","2086","4116","33169","21968","43329"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2017","NO2","WHO_2005_HRAPIE_Scen_Base","3231403","594","22.4","24.6","856","492","1222","9016","5180","12861"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2017","O3","WHO_2005_HRAPIE_Scen_Base","3231403","594","2347.2","2290.6","63","31","94","692","335","1025"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2017","PM10","WHO_2005_HRAPIE_Scen_Base","3231403","594","20.6","20.9","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2017","PM2.5","WHO_2005_HRAPIE_Scen_Base","3231403","594","15.0","15.2","3033","2009","3962","31931","21149","41710"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2017","NO2","WHO_2005_HRAPIE_Scen_Base","126702","110","16.0","17.2","1","0","1","9","5","13"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2017","O3","WHO_2005_HRAPIE_Scen_Base","126702","110","2642.5","2578.8","3","1","4","31","15","45"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2017","PM10","WHO_2005_HRAPIE_Scen_Base","126702","110","18.9","19.1","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2017","PM2.5","WHO_2005_HRAPIE_Scen_Base","126702","110","14.0","14.1","111","73","145","1169","773","1528"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2017","NO2","WHO_2005_HRAPIE_Scen_Base","8452","97","11.6","12.6","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2017","O3","WHO_2005_HRAPIE_Scen_Base","8452","97","2826.8","2759.3","0","0","0","2","1","3"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2017","PM10","WHO_2005_HRAPIE_Scen_Base","8452","97","16.2","17.0","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2017","PM2.5","WHO_2005_HRAPIE_Scen_Base","8452","97","11.8","12.5","7","4","9","69","46","91"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2017","NO2","WHO_2021_AQG_Scen_Base","3366557","801","20.2","24.3","1007","510","1967","10605","5368","20701"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2017","O3","WHO_2021_AQG_Scen_Base","3366557","801","2445.9","2302.6","98","77","119","1073","850","1298"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2017","PM10","WHO_2021_AQG_Scen_Base","3366557","801","19.8","20.8","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2017","PM2.5","WHO_2021_AQG_Scen_Base","3366557","801","14.5","15.2","2717","2078","3030","28615","21869","31894"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2017","NO2","WHO_2021_AQG_Scen_Base","3231403","594","22.4","24.6","988","500","1928","10399","5264","20295"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2017","O3","WHO_2021_AQG_Scen_Base","3231403","594","2347.2","2290.6","94","74","114","1025","811","1239"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2017","PM10","WHO_2021_AQG_Scen_Base","3231403","594","20.6","20.9","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2017","PM2.5","WHO_2021_AQG_Scen_Base","3231403","594","15.0","15.2","2620","2003","2921","27587","21085","30748"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2017","NO2","WHO_2021_AQG_Scen_Base","126702","110","16.0","17.2","19","10","38","201","102","396"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2017","O3","WHO_2021_AQG_Scen_Base","126702","110","2642.5","2578.8","4","3","5","45","36","55"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2017","PM10","WHO_2021_AQG_Scen_Base","126702","110","18.9","19.1","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2017","PM2.5","WHO_2021_AQG_Scen_Base","126702","110","14.0","14.1","92","71","103","974","743","1086"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2017","NO2","WHO_2021_AQG_Scen_Base","8452","97","11.6","12.6","0","0","1","5","2","10"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2017","O3","WHO_2021_AQG_Scen_Base","8452","97","2826.8","2759.3","0","0","0","3","3","4"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2017","PM10","WHO_2021_AQG_Scen_Base","8452","97","16.2","17.0","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2017","PM2.5","WHO_2021_AQG_Scen_Base","8452","97","11.8","12.5","5","4","6","54","41","60"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2017","NO2","WHO_2021_AQG_Scen_Sensitivity_2","3366557","801","20.2","24.3","1696","863","3282","17862","9085","34549"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2017","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","3366557","801","14.5","15.2","3980","3056","4427","41908","32175","46606"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2017","NO2","WHO_2021_AQG_Scen_Sensitivity_2","3231403","594","22.4","24.6","1649","839","3189","17361","8831","33571"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2017","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","3231403","594","15.0","15.2","3832","2942","4262","40342","30974","44864"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2017","NO2","WHO_2021_AQG_Scen_Sensitivity_2","126702","110","16.0","17.2","45","23","89","478","242","932"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2017","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","126702","110","14.0","14.1","140","108","156","1478","1134","1644"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2017","NO2","WHO_2021_AQG_Scen_Sensitivity_2","8452","97","11.6","12.6","2","1","4","23","12","46"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2017","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","8452","97","11.8","12.5","8","6","9","88","67","98"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2018","NO2","WHO_2005_HRAPIE_Scen_Base","3377602","801","19.8","24.3","886","510","1264","9191","5285","13099"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2018","O3","WHO_2005_HRAPIE_Scen_Base","3377602","801","5334.4","5136.7","151","73","225","1627","787","2409"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2018","PM10","WHO_2005_HRAPIE_Scen_Base","3377602","801","21.7","22.7","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2018","PM2.5","WHO_2005_HRAPIE_Scen_Base","3377602","801","15.1","15.7","3321","2201","4337","34418","22807","44940"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2018","NO2","WHO_2005_HRAPIE_Scen_Base","3242004","594","22.1","24.6","886","510","1263","9186","5282","13092"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2018","O3","WHO_2005_HRAPIE_Scen_Base","3242004","594","5199.8","5125.1","145","70","215","1558","754","2307"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2018","PM10","WHO_2005_HRAPIE_Scen_Base","3242004","594","22.5","22.8","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2018","PM2.5","WHO_2005_HRAPIE_Scen_Base","3242004","594","15.5","15.7","3197","2119","4174","33131","21955","43258"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2018","NO2","WHO_2005_HRAPIE_Scen_Base","127118","110","15.4","16.5","0","0","1","5","3","7"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2018","O3","WHO_2005_HRAPIE_Scen_Base","127118","110","5485.7","5384.5","6","3","9","64","31","95"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2018","PM10","WHO_2005_HRAPIE_Scen_Base","127118","110","20.5","20.7","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2018","PM2.5","WHO_2005_HRAPIE_Scen_Base","127118","110","14.4","14.6","117","77","153","1211","802","1583"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2018","NO2","WHO_2005_HRAPIE_Scen_Base","8480","97","11.0","12.1","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2018","O3","WHO_2005_HRAPIE_Scen_Base","8480","97","5986.5","5840.4","0","0","1","5","2","7"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2018","PM10","WHO_2005_HRAPIE_Scen_Base","8480","97","18.5","19.1","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2018","PM2.5","WHO_2005_HRAPIE_Scen_Base","8480","97","13.3","13.6","7","5","10","76","50","99"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2018","NO2","WHO_2021_AQG_Scen_Base","3377602","801","19.8","24.3","1027","520","2004","10640","5386","20764"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2018","O3","WHO_2021_AQG_Scen_Base","3377602","801","5334.4","5136.7","225","178","271","2408","1906","2910"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2018","PM10","WHO_2021_AQG_Scen_Base","3377602","801","21.7","22.7","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2018","PM2.5","WHO_2021_AQG_Scen_Base","3377602","801","15.1","15.7","2907","2224","3240","30126","23035","33570"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2018","NO2","WHO_2021_AQG_Scen_Base","3242004","594","22.1","24.6","1009","511","1968","10451","5291","20391"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2018","O3","WHO_2021_AQG_Scen_Base","3242004","594","5199.8","5125.1","215","170","259","2306","1826","2787"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2018","PM10","WHO_2021_AQG_Scen_Base","3242004","594","22.5","22.8","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2018","PM2.5","WHO_2021_AQG_Scen_Base","3242004","594","15.5","15.7","2802","2143","3123","29039","22205","32359"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2018","NO2","WHO_2021_AQG_Scen_Base","127118","110","15.4","16.5","18","9","35","185","93","364"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2018","O3","WHO_2021_AQG_Scen_Base","127118","110","5485.7","5384.5","9","7","11","95","75","115"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2018","PM10","WHO_2021_AQG_Scen_Base","127118","110","20.5","20.7","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2018","PM2.5","WHO_2021_AQG_Scen_Base","127118","110","14.4","14.6","99","76","110","1025","783","1142"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2018","NO2","WHO_2021_AQG_Scen_Base","8480","97","11.0","12.1","0","0","1","4","2","9"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2018","O3","WHO_2021_AQG_Scen_Base","8480","97","5986.5","5840.4","1","1","1","7","5","8"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2018","PM10","WHO_2021_AQG_Scen_Base","8480","97","18.5","19.1","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2018","PM2.5","WHO_2021_AQG_Scen_Base","8480","97","13.3","13.6","6","5","7","62","47","69"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2018","NO2","WHO_2021_AQG_Scen_Sensitivity_2","3377602","801","19.8","24.3","1732","881","3350","17953","9131","34718"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2018","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","3377602","801","15.1","15.7","4195","3222","4664","43469","33387","48332"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2018","NO2","WHO_2021_AQG_Scen_Sensitivity_2","3242004","594","22.1","24.6","1685","857","3259","17466","8884","33768"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2018","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","3242004","594","15.5","15.7","4038","3102","4490","41842","32139","46522"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2018","NO2","WHO_2021_AQG_Scen_Sensitivity_2","127118","110","15.4","16.5","45","23","87","464","235","905"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2018","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","127118","110","14.4","14.6","148","113","164","1531","1175","1703"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2018","NO2","WHO_2021_AQG_Scen_Sensitivity_2","8480","97","11.0","12.1","2","1","4","23","12","45"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2018","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","8480","97","13.3","13.6","9","7","10","96","73","107"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2019","NO2","WHO_2005_HRAPIE_Scen_Base","3386854","801","18.1","22.0","501","287","717","5325","3053","7612"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2019","O3","WHO_2005_HRAPIE_Scen_Base","3386854","801","4526.7","4298.6","124","60","185","1371","663","2030"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2019","PM10","WHO_2005_HRAPIE_Scen_Base","3386854","801","17.8","18.5","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2019","PM2.5","WHO_2005_HRAPIE_Scen_Base","3386854","801","12.0","12.4","2618","1729","3428","27797","18359","36406"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2019","NO2","WHO_2005_HRAPIE_Scen_Base","3250885","594","20.1","22.3","501","287","717","5324","3052","7611"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2019","O3","WHO_2005_HRAPIE_Scen_Base","3250885","594","4369.1","4284.5","119","58","177","1312","634","1942"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2019","PM10","WHO_2005_HRAPIE_Scen_Base","3250885","594","18.3","18.6","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2019","PM2.5","WHO_2005_HRAPIE_Scen_Base","3250885","594","12.3","12.4","2519","1664","3299","26753","17670","35038"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2019","NO2","WHO_2005_HRAPIE_Scen_Base","127466","110","14.5","15.6","0","0","0","1","1","1"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2019","O3","WHO_2005_HRAPIE_Scen_Base","127466","110","4706.1","4603.5","5","2","7","55","27","82"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2019","PM10","WHO_2005_HRAPIE_Scen_Base","127466","110","17.0","17.1","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2019","PM2.5","WHO_2005_HRAPIE_Scen_Base","127466","110","11.5","11.6","93","61","121","983","649","1288"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2019","NO2","WHO_2005_HRAPIE_Scen_Base","8503","97","10.2","11.3","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2019","O3","WHO_2005_HRAPIE_Scen_Base","8503","97","5287.7","5135.2","0","0","1","4","2","6"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2019","PM10","WHO_2005_HRAPIE_Scen_Base","8503","97","15.3","15.9","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2019","PM2.5","WHO_2005_HRAPIE_Scen_Base","8503","97","10.5","10.8","6","4","8","61","40","80"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2019","NO2","WHO_2021_AQG_Scen_Base","3386854","801","18.1","22.0","852","431","1667","9051","4577","17705"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2019","O3","WHO_2021_AQG_Scen_Base","3386854","801","4526.7","4298.6","185","146","223","2029","1607","2452"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2019","PM10","WHO_2021_AQG_Scen_Base","3386854","801","17.8","18.5","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2019","PM2.5","WHO_2021_AQG_Scen_Base","3386854","801","12.0","12.4","2017","1538","2250","21420","16329","23904"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2019","NO2","WHO_2021_AQG_Scen_Base","3250885","594","20.1","22.3","837","423","1637","8889","4495","17385"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2019","O3","WHO_2021_AQG_Scen_Base","3250885","594","4369.1","4284.5","177","140","213","1941","1537","2346"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2019","PM10","WHO_2021_AQG_Scen_Base","3250885","594","18.3","18.6","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2019","PM2.5","WHO_2021_AQG_Scen_Base","3250885","594","12.3","12.4","1945","1483","2170","20654","15746","23049"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2019","NO2","WHO_2021_AQG_Scen_Base","127466","110","14.5","15.6","15","8","29","159","80","313"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2019","O3","WHO_2021_AQG_Scen_Base","127466","110","4706.1","4603.5","7","6","9","82","65","99"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2019","PM10","WHO_2021_AQG_Scen_Base","127466","110","17.0","17.1","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2019","PM2.5","WHO_2021_AQG_Scen_Base","127466","110","11.5","11.6","68","52","76","724","551","808"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2019","NO2","WHO_2021_AQG_Scen_Base","8503","97","10.2","11.3","0","0","1","3","2","7"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2019","O3","WHO_2021_AQG_Scen_Base","8503","97","5287.7","5135.2","1","0","1","6","5","7"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2019","PM10","WHO_2021_AQG_Scen_Base","8503","97","15.3","15.9","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2019","PM2.5","WHO_2021_AQG_Scen_Base","8503","97","10.5","10.8","4","3","4","42","32","47"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2019","NO2","WHO_2021_AQG_Scen_Sensitivity_2","3386854","801","18.1","22.0","1549","787","3002","16449","8357","31885"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2019","O3","WHO_2021_AQG_Scen_Sensitivity_2","3386854","801","18146.5","17736.0","755","599","911","8308","6587","10022"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2019","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","3386854","801","12.0","12.4","3314","2539","3691","35200","26957","39193"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2020","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","3256660","594","11.1","11.2","3045","2330","3393","31206","23873","34765"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2020","NO2","WHO_2021_AQG_Scen_Sensitivity_2","127693","110","12.3","13.1","37","19","72","377","191","737"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2020","O3","WHO_2021_AQG_Scen_Sensitivity_2","127693","110","17899.7","17838.6","30","24","36","318","252","384"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2020","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","127693","110","10.4","10.4","111","85","124","1139","871","1270"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2020","NO2","WHO_2021_AQG_Scen_Sensitivity_2","8518","97","8.8","9.6","2","1","4","19","9","36"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2020","O3","WHO_2021_AQG_Scen_Sensitivity_2","8518","97","18266.9","18162.5","2","2","2","22","17","26"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2020","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","8518","97","9.4","9.6","7","5","8","70","54","79"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2019","NO2","WHO_2021_AQG_Scen_Sensitivity_2","3250885","594","20.1","22.3","1505","765","2917","15987","8123","30983"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2019","O3","WHO_2021_AQG_Scen_Sensitivity_2","3250885","594","17857.2","17709.6","724","574","874","7962","6313","9606"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2019","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","3250885","594","12.3","12.4","3190","2443","3552","33877","25945","37720"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2019","NO2","WHO_2021_AQG_Scen_Sensitivity_2","127466","110","14.5","15.6","42","21","81","441","223","860"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2019","O3","WHO_2021_AQG_Scen_Sensitivity_2","127466","110","18483.8","18307.2","29","23","35","323","256","389"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2019","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","127466","110","11.5","11.6","117","90","131","1246","953","1387"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2019","NO2","WHO_2021_AQG_Scen_Sensitivity_2","8503","97","10.2","11.3","2","1","4","21","11","42"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2019","O3","WHO_2021_AQG_Scen_Sensitivity_2","8503","97","19534.4","19274.5","2","2","2","23","18","27"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2019","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","8503","97","10.5","10.8","7","6","8","77","59","86"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2020","NO2","WHO_2005_HRAPIE_Scen_Base","3392871","801","15.1","18.5","129","74","185","1323","756","1897"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2020","O3","WHO_2005_HRAPIE_Scen_Base","3392871","801","3955.2","3917.0","120","57","177","1264","611","1872"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2020","PM10","WHO_2005_HRAPIE_Scen_Base","3392871","801","16.0","16.7","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2020","PM2.5","WHO_2005_HRAPIE_Scen_Base","3392871","801","10.8","11.2","2496","1647","3272","25574","16870","33533"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2020","NO2","WHO_2005_HRAPIE_Scen_Base","3256660","594","16.7","18.7","129","74","185","1323","756","1897"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2020","O3","WHO_2005_HRAPIE_Scen_Base","3256660","594","3927.9","3915.7","115","55","170","1213","586","1796"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2020","PM10","WHO_2005_HRAPIE_Scen_Base","3256660","594","16.5","16.7","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2020","PM2.5","WHO_2005_HRAPIE_Scen_Base","3256660","594","11.1","11.2","2403","1585","3150","24620","16241","32281"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2020","NO2","WHO_2005_HRAPIE_Scen_Base","127693","110","12.3","13.1","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2020","O3","WHO_2005_HRAPIE_Scen_Base","127693","110","3970.0","3941.8","5","2","7","48","23","71"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2020","PM10","WHO_2005_HRAPIE_Scen_Base","127693","110","15.4","15.6","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2020","PM2.5","WHO_2005_HRAPIE_Scen_Base","127693","110","10.4","10.4","88","58","115","898","592","1179"
