Country Or Territory,NUTS1,NUTS1 Name,NUTS2,NUTS2 Name,NUTS3,NUTS3 Name,Urbanisation Degree,Year,Air Pollutant,Scenario,Population,Populated Area [km2],Air Pollution Average [ug/m3],Air Pollution Population Weighted Average [ug/m3],Premature Deaths,Premature Deaths - lower CI,Premature Deaths - upper CI,Years Of Life Lost,Years Of Life Lost - lower CI,Years Of Life Lost - upper CI
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2013","PM2.5","WHO_2021_AQG_Scen_Base","3285050","801","14.8","14.9","2556","1953","2850","27751","21203","30934"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2013","NO2","WHO_2021_AQG_Scen_Base","3153167","594","24.1","26.0","1044","529","2035","11336","5743","22094"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2013","O3","WHO_2021_AQG_Scen_Base","3153167","594","3732.5","3717.2","147","116","177","1648","1304","1991"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2013","PM10","WHO_2021_AQG_Scen_Base","3153167","594","20.4","20.5","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2013","PM2.5","WHO_2021_AQG_Scen_Base","3153167","594","14.9","14.9","2457","1877","2739","26676","20383","29736"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2013","NO2","WHO_2021_AQG_Scen_Base","123635","110","16.4","17.3","19","10","37","205","103","402"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2013","O3","WHO_2021_AQG_Scen_Base","123635","110","3729.4","3696.9","6","5","7","64","51","78"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2013","PM10","WHO_2021_AQG_Scen_Base","123635","110","20.0","20.1","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2013","PM2.5","WHO_2021_AQG_Scen_Base","123635","110","14.6","14.6","93","71","104","1010","771","1126"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2013","NO2","WHO_2021_AQG_Scen_Base","8248","97","12.3","13.3","1","0","1","6","3","12"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2013","O3","WHO_2021_AQG_Scen_Base","8248","97","3948.0","3887.9","0","0","0","5","4","5"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2013","PM10","WHO_2021_AQG_Scen_Base","8248","97","18.4","18.7","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2013","PM2.5","WHO_2021_AQG_Scen_Base","8248","97","14.1","14.2","6","5","7","65","49","72"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2013","NO2","WHO_2021_AQG_Scen_Sensitivity_2","3285050","801","21.6","25.6","1725","878","3333","18740","9536","36194"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2013","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","3285050","801","14.8","14.9","3775","2898","4199","40985","31458","45586"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2013","NO2","WHO_2021_AQG_Scen_Sensitivity_2","3153167","594","24.1","26.0","1679","855","3243","18235","9281","35212"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2013","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","3153167","594","14.9","14.9","3627","2784","4034","39378","30225","43798"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2013","NO2","WHO_2021_AQG_Scen_Sensitivity_2","123635","110","16.4","17.3","44","22","86","480","243","934"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2013","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","123635","110","14.6","14.6","139","107","155","1509","1158","1679"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2013","NO2","WHO_2021_AQG_Scen_Sensitivity_2","8248","97","12.3","13.3","2","1","4","25","12","48"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2013","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","8248","97","14.1","14.2","9","7","10","98","75","109"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2014","NO2","WHO_2005_HRAPIE_Scen_Base","3294992","801","20.8","25.4","1007","580","1433","11269","6488","16041"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2014","O3","WHO_2005_HRAPIE_Scen_Base","3294992","801","3562.8","3528.3","95","46","140","1099","531","1627"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2014","PM10","WHO_2005_HRAPIE_Scen_Base","3294992","801","23.0","23.5","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2014","PM2.5","WHO_2005_HRAPIE_Scen_Base","3294992","801","17.4","17.9","3443","2286","4486","38522","25584","50194"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2014","NO2","WHO_2005_HRAPIE_Scen_Base","3162710","594","23.2","25.8","1006","579","1432","11258","6482","16025"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2014","O3","WHO_2005_HRAPIE_Scen_Base","3162710","594","3543.0","3529.4","91","44","135","1055","510","1562"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2014","PM10","WHO_2005_HRAPIE_Scen_Base","3162710","594","23.3","23.5","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2014","PM2.5","WHO_2005_HRAPIE_Scen_Base","3162710","594","17.7","17.9","3308","2197","4311","37014","24583","48228"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2014","NO2","WHO_2005_HRAPIE_Scen_Base","124009","110","15.6","16.4","1","1","1","11","6","16"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2014","O3","WHO_2005_HRAPIE_Scen_Base","124009","110","3522.8","3489.6","4","2","5","41","20","61"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2014","PM10","WHO_2005_HRAPIE_Scen_Base","124009","110","22.9","23.2","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2014","PM2.5","WHO_2005_HRAPIE_Scen_Base","124009","110","17.3","17.5","127","84","165","1421","943","1852"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2014","NO2","WHO_2005_HRAPIE_Scen_Base","8273","97","12.3","13.0","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2014","O3","WHO_2005_HRAPIE_Scen_Base","8273","97","3729.7","3669.9","0","0","0","3","1","4"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2014","PM10","WHO_2005_HRAPIE_Scen_Base","8273","97","20.9","21.3","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2014","PM2.5","WHO_2005_HRAPIE_Scen_Base","8273","97","15.6","16.0","8","5","10","87","58","114"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2014","NO2","WHO_2021_AQG_Scen_Base","3294992","801","20.8","25.4","1014","513","1975","11337","5743","22094"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2014","O3","WHO_2021_AQG_Scen_Base","3294992","801","3562.8","3528.3","140","111","169","1627","1287","1966"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2014","PM10","WHO_2021_AQG_Scen_Base","3294992","801","23.0","23.5","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2014","PM2.5","WHO_2021_AQG_Scen_Base","3294992","801","17.4","17.9","3186","2440","3547","35637","27303","39673"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2014","NO2","WHO_2021_AQG_Scen_Base","3162710","594","23.2","25.8","997","505","1942","11151","5649","21730"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2014","O3","WHO_2021_AQG_Scen_Base","3162710","594","3543.0","3529.4","135","107","163","1562","1236","1888"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2014","PM10","WHO_2021_AQG_Scen_Base","3162710","594","23.3","23.5","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2014","PM2.5","WHO_2021_AQG_Scen_Base","3162710","594","17.7","17.9","3062","2346","3409","34256","26246","38136"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2014","NO2","WHO_2021_AQG_Scen_Base","124009","110","15.6","16.4","16","8","32","180","91","353"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2014","O3","WHO_2021_AQG_Scen_Base","124009","110","3522.8","3489.6","5","4","6","61","48","73"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2014","PM10","WHO_2021_AQG_Scen_Base","124009","110","22.9","23.2","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2014","PM2.5","WHO_2021_AQG_Scen_Base","124009","110","17.3","17.5","117","89","130","1304","998","1451"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2014","NO2","WHO_2021_AQG_Scen_Base","8273","97","12.3","13.0","1","0","1","6","3","11"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2014","O3","WHO_2021_AQG_Scen_Base","8273","97","3729.7","3669.9","0","0","0","4","3","5"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2014","PM10","WHO_2021_AQG_Scen_Base","8273","97","20.9","21.3","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2014","PM2.5","WHO_2021_AQG_Scen_Base","8273","97","15.6","16.0","7","5","8","77","59","86"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2014","NO2","WHO_2021_AQG_Scen_Sensitivity_2","3294992","801","20.8","25.4","1656","843","3198","18527","9429","35786"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2014","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","3294992","801","17.4","17.9","4341","3341","4822","48564","37376","53945"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2014","NO2","WHO_2021_AQG_Scen_Sensitivity_2","3162710","594","23.2","25.8","1613","821","3115","18048","9186","34852"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2014","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","3162710","594","17.7","17.9","4171","3210","4633","46663","35913","51833"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2014","NO2","WHO_2021_AQG_Scen_Sensitivity_2","124009","110","15.6","16.4","41","21","79","455","231","887"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2014","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","124009","110","17.3","17.5","160","123","178","1791","1378","1990"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2014","NO2","WHO_2021_AQG_Scen_Sensitivity_2","8273","97","12.3","13.0","2","1","4","24","12","47"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2014","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","8273","97","15.6","16.0","10","8","11","110","85","122"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2015","NO2","WHO_2005_HRAPIE_Scen_Base","3312539","801","22.1","25.9","1142","657","1627","12143","6984","17303"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2015","O3","WHO_2005_HRAPIE_Scen_Base","3312539","801","4026.3","3894.7","111","54","166","1232","596","1824"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2015","PM10","WHO_2005_HRAPIE_Scen_Base","3312539","801","20.6","21.3","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2015","PM2.5","WHO_2005_HRAPIE_Scen_Base","3312539","801","14.5","15.1","3117","2063","4072","33154","21955","43314"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2015","NO2","WHO_2005_HRAPIE_Scen_Base","3179553","594","24.5","26.2","1139","655","1622","12109","6965","17255"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2015","O3","WHO_2005_HRAPIE_Scen_Base","3179553","594","3931.6","3886.3","107","52","159","1180","571","1747"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2015","PM10","WHO_2005_HRAPIE_Scen_Base","3179553","594","21.1","21.3","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2015","PM2.5","WHO_2005_HRAPIE_Scen_Base","3179553","594","14.9","15.1","2999","1986","3918","31901","21127","41676"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2015","NO2","WHO_2005_HRAPIE_Scen_Base","124669","110","17.1","18.1","3","2","5","34","19","48"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2015","O3","WHO_2005_HRAPIE_Scen_Base","124669","110","4115.5","4074.8","4","2","7","49","23","72"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2015","PM10","WHO_2005_HRAPIE_Scen_Base","124669","110","20.1","20.3","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2015","PM2.5","WHO_2005_HRAPIE_Scen_Base","124669","110","14.1","14.2","111","73","145","1181","781","1544"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2015","NO2","WHO_2005_HRAPIE_Scen_Base","8317","97","13.0","14.0","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2015","O3","WHO_2005_HRAPIE_Scen_Base","8317","97","4505.2","4397.9","0","0","0","3","2","5"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2015","PM10","WHO_2005_HRAPIE_Scen_Base","8317","97","17.9","18.7","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2015","PM2.5","WHO_2005_HRAPIE_Scen_Base","8317","97","12.3","12.9","7","4","9","72","47","94"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2015","NO2","WHO_2021_AQG_Scen_Base","3312539","801","22.1","25.9","1116","565","2173","11863","6010","23123"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2015","O3","WHO_2021_AQG_Scen_Base","3312539","801","4026.3","3894.7","166","131","201","1824","1444","2204"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2015","PM10","WHO_2021_AQG_Scen_Base","3312539","801","20.6","21.3","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2015","PM2.5","WHO_2021_AQG_Scen_Base","3312539","801","14.5","15.1","2680","2048","2987","28508","21786","31776"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2015","NO2","WHO_2021_AQG_Scen_Base","3179553","594","24.5","26.2","1093","554","2130","11626","5890","22658"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2015","O3","WHO_2021_AQG_Scen_Base","3179553","594","3931.6","3886.3","159","126","192","1747","1383","2111"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2015","PM10","WHO_2021_AQG_Scen_Base","3179553","594","21.1","21.3","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2015","PM2.5","WHO_2021_AQG_Scen_Base","3179553","594","14.9","15.1","2582","1973","2878","27465","20990","30613"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2015","NO2","WHO_2021_AQG_Scen_Base","124669","110","17.1","18.1","22","11","42","229","116","450"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2015","O3","WHO_2021_AQG_Scen_Base","124669","110","4115.5","4074.8","7","5","8","72","57","87"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2015","PM10","WHO_2021_AQG_Scen_Base","124669","110","20.1","20.3","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2015","PM2.5","WHO_2021_AQG_Scen_Base","124669","110","14.1","14.2","93","71","103","986","753","1100"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2015","NO2","WHO_2021_AQG_Scen_Base","8317","97","13.0","14.0","1","0","1","8","4","15"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2015","O3","WHO_2021_AQG_Scen_Base","8317","97","4505.2","4397.9","0","0","1","5","4","6"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2015","PM10","WHO_2021_AQG_Scen_Base","8317","97","17.9","18.7","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2015","PM2.5","WHO_2021_AQG_Scen_Base","8317","97","12.3","12.9","5","4","6","57","43","63"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2015","NO2","WHO_2021_AQG_Scen_Sensitivity_2","3312539","801","22.1","25.9","1800","916","3476","19141","9742","36966"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2015","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","3312539","801","14.5","15.1","3939","3024","4380","41892","32160","46591"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2015","NO2","WHO_2021_AQG_Scen_Sensitivity_2","3179553","594","24.5","26.2","1750","891","3378","18608","9472","35928"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2015","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","3179553","594","14.9","15.1","3790","2909","4215","40308","30945","44829"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2015","NO2","WHO_2021_AQG_Scen_Sensitivity_2","124669","110","17.1","18.1","48","24","93","507","257","987"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2015","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","124669","110","14.1","14.2","140","108","156","1493","1145","1661"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2015","NO2","WHO_2021_AQG_Scen_Sensitivity_2","8317","97","13.0","14.0","2","1","5","26","13","51"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2015","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","8317","97","12.3","12.9","9","7","9","91","70","101"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2016","NO2","WHO_2005_HRAPIE_Scen_Base","3352442","801","21.0","25.2","997","573","1421","10914","6277","15554"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2016","O3","WHO_2005_HRAPIE_Scen_Base","3352442","801","3483.6","3370.6","95","46","141","1080","521","1598"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2016","PM10","WHO_2005_HRAPIE_Scen_Base","3352442","801","20.6","21.5","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2016","PM2.5","WHO_2005_HRAPIE_Scen_Base","3352442","801","14.7","15.4","3114","2063","4067","34099","22589","44537"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2016","NO2","WHO_2005_HRAPIE_Scen_Base","3217854","594","23.2","25.5","995","572","1418","10894","6265","15525"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2016","O3","WHO_2005_HRAPIE_Scen_Base","3217854","594","3404.8","3360.0","91","44","135","1033","499","1529"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2016","PM10","WHO_2005_HRAPIE_Scen_Base","3217854","594","21.3","21.6","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2016","PM2.5","WHO_2005_HRAPIE_Scen_Base","3217854","594","15.2","15.4","2998","1986","3916","32827","21747","42873"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2016","NO2","WHO_2005_HRAPIE_Scen_Base","126171","110","16.9","18.0","2","1","3","20","12","29"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2016","O3","WHO_2005_HRAPIE_Scen_Base","126171","110","3638.3","3616.7","4","2","6","44","21","65"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2016","PM10","WHO_2005_HRAPIE_Scen_Base","126171","110","19.7","19.9","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2016","PM2.5","WHO_2005_HRAPIE_Scen_Base","126171","110","14.2","14.3","110","73","143","1201","795","1571"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2016","NO2","WHO_2005_HRAPIE_Scen_Base","8417","97","12.3","13.4","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2016","O3","WHO_2005_HRAPIE_Scen_Base","8417","97","3790.1","3742.3","0","0","0","3","1","4"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2016","PM10","WHO_2005_HRAPIE_Scen_Base","8417","97","17.0","17.8","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2016","PM2.5","WHO_2005_HRAPIE_Scen_Base","8417","97","11.9","12.6","6","4","8","71","47","93"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2016","NO2","WHO_2021_AQG_Scen_Base","3352442","801","21.0","25.2","1048","531","2043","11473","5810","22373"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2016","O3","WHO_2021_AQG_Scen_Base","3352442","801","3483.6","3370.6","141","111","170","1598","1265","1931"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2016","PM10","WHO_2021_AQG_Scen_Base","3352442","801","20.6","21.5","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2016","PM2.5","WHO_2021_AQG_Scen_Base","3352442","801","14.7","15.4","2702","2066","3013","29586","22615","32973"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2016","NO2","WHO_2021_AQG_Scen_Base","3217854","594","23.2","25.5","1026","520","2001","11237","5691","21910"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2016","O3","WHO_2021_AQG_Scen_Base","3217854","594","3404.8","3360.0","135","107","163","1529","1210","1848"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2016","PM10","WHO_2021_AQG_Scen_Base","3217854","594","21.3","21.6","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2016","PM2.5","WHO_2021_AQG_Scen_Base","3217854","594","15.2","15.4","2605","1992","2904","28524","21804","31789"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2016","NO2","WHO_2021_AQG_Scen_Base","126171","110","16.9","18.0","21","11","41","229","116","450"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2016","O3","WHO_2021_AQG_Scen_Base","126171","110","3638.3","3616.7","6","4","7","65","51","78"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2016","PM10","WHO_2021_AQG_Scen_Base","126171","110","19.7","19.9","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2016","PM2.5","WHO_2021_AQG_Scen_Base","126171","110","14.2","14.3","92","70","103","1007","769","1123"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2016","NO2","WHO_2021_AQG_Scen_Base","8417","97","12.3","13.4","1","0","1","7","3","13"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2016","O3","WHO_2021_AQG_Scen_Base","8417","97","3790.1","3742.3","0","0","0","4","4","5"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2016","PM10","WHO_2021_AQG_Scen_Base","8417","97","17.0","17.8","0","0","0","0","0","0"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2016","PM2.5","WHO_2021_AQG_Scen_Base","8417","97","11.9","12.6","5","4","6","55","42","61"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2016","NO2","WHO_2021_AQG_Scen_Sensitivity_2","3352442","801","21.0","25.2","1721","876","3325","18835","9584","36396"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2016","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","3352442","801","14.7","15.4","3935","3021","4375","43077","33078","47903"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2016","NO2","WHO_2021_AQG_Scen_Sensitivity_2","3217854","594","23.2","25.5","1672","851","3229","18300","9312","35353"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Urban","2016","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","3217854","594","15.2","15.4","3788","2909","4212","41468","31844","46113"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2016","NO2","WHO_2021_AQG_Scen_Sensitivity_2","126171","110","16.9","18.0","47","24","91","510","259","993"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Suburban","2016","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","126171","110","14.2","14.3","139","106","154","1519","1165","1690"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2016","NO2","WHO_2021_AQG_Scen_Sensitivity_2","8417","97","12.3","13.4","2","1","5","25","13","50"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","Rural","2016","PM2.5","WHO_2021_AQG_Scen_Sensitivity_2","8417","97","11.9","12.6","8","6","9","90","69","100"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2017","NO2","WHO_2005_HRAPIE_Scen_Base","3366557","801","20.2","24.3","857","492","1223","9025","5185","12874"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2017","O3","WHO_2005_HRAPIE_Scen_Base","3366557","801","2445.9","2302.6","66","32","98","725","351","1073"
"Germany","DE3","Berlin","DE30","Berlin","DE300","Berlin","All Areas (incl.unclassified)","2017","PM10","WHO_2005_HRAPIE_Scen_Base","3366557","801","19.8","20.8","0","0","0","0","0","0"
